scope,url,requested_url,method,sensitive_no_body,source_reasons,status,final_url,redirect_chain,content_type,content_length_header,bytes_read,body_sha256,title,meta_robots,warning_present,structural_issues,elapsed_ms,error
portal_local,https://mjrrafael.github.io/rjc-conhecimento/,http://127.0.0.1:49215/,GET,False,git:index.html->root;sitemap.txt:literal-url;sitemap.xml:literal-url,200,http://127.0.0.1:49215/,,text/html,948,948,d7a6028b2525c0faacb8811c81c8e5c2123578adf3f00ff28bff0e1559b4be6e,Portal RJC Tributário — revisão técnica,"noindex,nofollow,noarchive",True,,412.175,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/.github/workflows/portal-audit.yml,http://127.0.0.1:49215/.github/workflows/portal-audit.yml,GET,False,git:.github/workflows/portal-audit.yml,404,http://127.0.0.1:49215/.github/workflows/portal-audit.yml,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,395.525,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/.gitignore,http://127.0.0.1:49215/.gitignore,GET,False,git:.gitignore,404,http://127.0.0.1:49215/.gitignore,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,365.033,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/404.html,http://127.0.0.1:49215/404.html,GET,False,git:404.html,200,http://127.0.0.1:49215/404.html,,text/html,611,611,d580b6695218dd56e4a6f3bc0e006725109c7e58dbaa39154c2cd960768d5952,Conteúdo indisponível,"noindex,nofollow,noarchive",False,,395.204,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/_config.yml,http://127.0.0.1:49215/_config.yml,GET,False,git:_config.yml,404,http://127.0.0.1:49215/_config.yml,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,417.846,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/build-freshness.json,http://127.0.0.1:49215/assets/build-freshness.json,GET,False,git:assets/build-freshness.json,404,http://127.0.0.1:49215/assets/build-freshness.json,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,436.021,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/README.md,http://127.0.0.1:49215/assets/flags/README.md,GET,False,git:assets/flags/README.md,404,http://127.0.0.1:49215/assets/flags/README.md,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,541.764,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/ac.svg,http://127.0.0.1:49215/assets/flags/ac.svg,GET,False,git:assets/flags/ac.svg;html-link:estados/index.html:image,404,http://127.0.0.1:49215/assets/flags/ac.svg,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,552.754,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/al.svg,http://127.0.0.1:49215/assets/flags/al.svg,GET,False,git:assets/flags/al.svg;html-link:estados/index.html:image,404,http://127.0.0.1:49215/assets/flags/al.svg,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,530.274,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/am.svg,http://127.0.0.1:49215/assets/flags/am.svg,GET,False,git:assets/flags/am.svg;html-link:estados/index.html:image,404,http://127.0.0.1:49215/assets/flags/am.svg,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,354.23,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/ap.svg,http://127.0.0.1:49215/assets/flags/ap.svg,GET,False,git:assets/flags/ap.svg;html-link:estados/index.html:image,404,http://127.0.0.1:49215/assets/flags/ap.svg,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,376.772,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/ba.svg,http://127.0.0.1:49215/assets/flags/ba.svg,GET,False,git:assets/flags/ba.svg;html-link:estados/index.html:image,404,http://127.0.0.1:49215/assets/flags/ba.svg,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,536.32,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/ce.svg,http://127.0.0.1:49215/assets/flags/ce.svg,GET,False,git:assets/flags/ce.svg;html-link:estados/index.html:image,404,http://127.0.0.1:49215/assets/flags/ce.svg,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,530.886,
portal_local,https://mjrrafael.github.io/rjc-conhecimento/assets/flags/df.svg,http://127.0.0.1:49215/assets/flags/df.svg,GET,False,git:assets/flags/df.svg;html-link:estados/index.html:image,404,http://127.0.0.1:49215/assets/flags/df.svg,,text/html;charset=utf-8,335,335,860b53ed6ea6a0cf602fae632cfcd28dbcf637f85a8bee28d2ee9c6cc9081669,Error response,,False,main_missing;viewport_missing,528.536,
